transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,transaction_date_parsed,transaction_year,transaction_month,transaction_month_name,transaction_quarter,email_masked,phone_masked,data_source,category_standard,standard_price,revenue
2251,314,Paul Gonzales,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-08-12 00:00:00,5,Card,0.15,successful,2025-08-12,2025,8,August,Q3,fecb870a21a6d3e4a0037f6d15f05d0d2dd63f716e935fc04eb2f06367c4c6c6,XXXXXX4983,retail_data1,Home Appliances,65000,276250.0
2252,538,Haley Henderson,105,45000.0,TV,Electronics,online,Bangalore,02-24-2026,5,Netbanking,0.25,successful,2026-02-24,2026,2,February,Q1,cb811cec39abf99b68bbbafca7af91e33a9b1075f51ea2253fb2c6876b3fe00c,XXXXXX6076,retail_data1,Electronics,45000,168750.0
2253,467,Tommy Brown,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-05-16 00:00:00,2,Cash,0.05,successful,2025-05-16,2025,5,May,Q2,7876c01eccd25c53ed04c419f4f58e35247b8ebf063cf26f2ed4f35d7b8b3ce5,XXXXXX3392,retail_data1,Home Appliances,15000,28500.0
2254,873,Tracy Bass,105,45000.0,TV,Electronics,online,Hyderabad,2025-05-09 00:00:00,4,Card,0.1,successful,2025-05-09,2025,5,May,Q2,2151ad89c86ac4a825bc7613559ca1a14b839ba225f195743ca2e54777c0c3be,XXXXXX8034,retail_data1,Electronics,45000,162000.0
2255,198,Carrie Houston,104,8000.0,Shoes,Clothing,online,Chennai,03-26-2026,3,Cash,0.15,successful,2026-03-26,2026,3,March,Q1,339bf36ae1563675dd4740d63412879617c7ac32e93c39bd4009d5a1442a87eb,XXXXXX2807,retail_data1,Clothing,8000,20400.0
2256,485,James Harris,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-04-24 00:00:00,4,Cash,0.15,successful,2025-04-24,2025,4,April,Q2,877a7800e92db1ae87aae305324d9d0d4db71f7cb60d1f2110ca9de2bcbd59c8,XXXXXX7157,retail_data1,Home Appliances,65000,221000.0
2257,819,Daniel Vang,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-05-29 00:00:00,3,Netbanking,0.15,successful,2025-05-29,2025,5,May,Q2,30fdc11897f9a962ddb256f21760089d95f228da5e98d9c73e815356d6c4cd61,XXXXXX9771,retail_data1,Home Appliances,65000,165750.0
2258,730,Adam Maldonado,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-08-26 00:00:00,2,Upi,0.4,successful,2025-08-26,2025,8,August,Q3,05721b0672f972cd4f2c7a9c4fbafdd7ef8a7193282ef2951a04b2e6a66ebc3c,XXXXXX5345,retail_data1,Home Appliances,65000,78000.0
2259,641,Andre Rodriguez,107,50000.0,Dining Table,Furniture,offline,Bangalore,04-29-2025,4,Upi,0.4,successful,2025-04-29,2025,4,April,Q2,74f923047ecf46fc5a9b2519312db15b01dd1c5176dd708a0c111531240b11bc,XXXXXX3170,retail_data1,Furniture,50000,120000.0
2260,444,Diamond King,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-10-20 00:00:00,1,Card,0.25,successful,2025-10-20,2025,10,October,Q4,eb5a25010c5b27d0f135da29c5875777b337ff11b2f2a7a6d4e699a6b7b255d4,XXXXXX1887,retail_data1,Home Appliances,15000,11250.0
2261,77,Robert Diaz,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-10 00:00:00,4,Netbanking,0.35,successful,2026-03-10,2026,3,March,Q1,1218b848014d3dd8a1bd1c944a691af6ec0cee768bde268049678220a94508aa,XXXXXX6645,retail_data1,Clothing,8000,20800.0
2262,325,Theresa Villarreal,105,45000.0,TV,Electronics,online,Bangalore,2025-09-04 00:00:00,2,Netbanking,0.35,successful,2025-09-04,2025,9,September,Q3,915abb50ee0873805d466b609f529711b69366ca59a81c6d2d649189723bc501,XXXXXX2924,retail_data1,Electronics,45000,58500.0
2263,130,Bailey Smith,102,70000.0,Phone,Electronics,offline,Hyderabad,01-20-2026,2,Cash,0.2,successful,2026-01-20,2026,1,January,Q1,ee1f7f9b71354769ea4ba25f8e9128c6afc623ca8e1a5f31e525668d3eac04b0,XXXXXX1953,retail_data1,Electronics,70000,112000.0
2264,833,Shawn Cooper,101,250000.0,Laptop,Electronics,online,Chennai,10-24-2025,2,Card,0.2,successful,2025-10-24,2025,10,October,Q4,1b0ea90b239ee4b8c44dc171dff3014cd94b85988120674bbdb0c259e926b04d,XXXXXX9509,retail_data1,Electronics,250000,400000.0
2265,939,Megan Tran,105,45000.0,TV,Electronics,online,Hyderabad,2025-10-12 00:00:00,2,Cash,0.3,successful,2025-10-12,2025,10,October,Q4,12e9975ea3cd399943a73e9fe37cb61d36611327d9343819a9f149b693546d97,XXXXXX9384,retail_data1,Electronics,45000,63000.0
2266,937,Nicole Woods,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-08 00:00:00,4,Upi,0.15,successful,2025-09-08,2025,9,September,Q3,8e2ed67e6b7498c895b0a54cf00a0b8e4daad5510d7fe1c81c3412ca2cc7c644,XXXXXX9075,retail_data1,Furniture,50000,170000.0
2267,802,John Mills,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-07-27 00:00:00,2,Card,0.3,successful,2025-07-27,2025,7,July,Q3,56712d6597bca3d2ec9c8cbb34847bae0e901081a9d0067dafa66cdc2fc88e0d,XXXXXX8815,retail_data1,Home Appliances,45000,63000.0
2268,280,David Morales,102,70000.0,Phone,Electronics,offline,Delhi,2025-08-06 00:00:00,5,Cash,0.35,successful,2025-08-06,2025,8,August,Q3,a00350e8f4fcd442f5b7fd52d7590d5118f308baa81efdc21d9078ee233063b8,XXXXXX1730,retail_data1,Electronics,70000,227500.0
2269,833,Shawn Cooper,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-03-23 00:00:00,2,Netbanking,0.05,successful,2026-03-23,2026,3,March,Q1,1b0ea90b239ee4b8c44dc171dff3014cd94b85988120674bbdb0c259e926b04d,XXXXXX9509,retail_data1,Furniture,50000,95000.0
2270,348,James Nash,104,8000.0,Shoes,Clothing,online,Chennai,2026-11-04 00:00:00,1,Upi,0.4,successful,2026-11-04,2026,11,November,Q4,6bcecab3c1e04396ad0e8ecd8b9c3aa68b81ec9fab11101b56a97e39c2a1524c,XXXXXX6437,retail_data1,Clothing,8000,4800.0
2271,30,Todd Harding,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-07-25 00:00:00,1,Netbanking,0.15,successful,2025-07-25,2025,7,July,Q3,030807be0435d3289097bbc09809d8232a8522215d08f0fb3109c9e03070fb70,XXXXXX4621,retail_data1,Home Appliances,15000,12750.0
2272,942,Melissa Wilkerson,101,250000.0,Laptop,Electronics,offline,Chennai,2025-08-15 00:00:00,1,Cash,0.4,successful,2025-08-15,2025,8,August,Q3,ebda061fb536114caff7a553379b961ef326c837f54870b25764d6050ea82ebc,XXXXXX0620,retail_data1,Electronics,250000,150000.0
2273,746,James Meyer,103,1300.0,Shirt,Clothing,online,Bangalore,2025-06-19 00:00:00,5,Card,0.2,successful,2025-06-19,2025,6,June,Q2,8d470004e1c94caf806efdf75a365d977b26017e2908c58627997b7dcc547599,XXXXXX5357,retail_data1,Clothing,1300,5200.0
2274,100,Thomas Walker,110,45000.0,Microwave,Home Appliances,online,Delhi,2026-03-27 00:00:00,1,Netbanking,0.15,successful,2026-03-27,2026,3,March,Q1,7e5f823ffa9c04be57ce3beb3b93a9fd0fbc354379f52a3df4b59c42df0ab99a,XXXXXX4824,retail_data1,Home Appliances,45000,38250.0
2275,629,Alec Kelly,107,50000.0,Dining Table,Furniture,online,Delhi,05-15-2025,5,Netbanking,0.15,successful,2025-05-15,2025,5,May,Q2,a0c07410e7edfec1371ee352e5e0683971f1bdb5abc4a2f1909bc5e7b2239995,XXXXXX9475,retail_data1,Furniture,50000,212500.0
2276,241,James Gonzales,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-07-19 00:00:00,5,Cash,0.3,successful,2025-07-19,2025,7,July,Q3,bb60d8ecd9632d7a979dd0d3d4da028b1aad02cbc169d542859a90e647584f1a,XXXXXX9128,retail_data1,Home Appliances,65000,227500.0
2277,311,Juan Murphy,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-07-05 00:00:00,5,Cash,0.2,successful,2025-07-05,2025,7,July,Q3,e2b2633ef4e9cf1858a251100a0bcb368e82071131e2a117edf33a7dc38fd63e,XXXXXX7160,retail_data1,Furniture,50000,200000.0
2278,35,Guy Walker,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-02-26 00:00:00,4,Upi,0.15,successful,2026-02-26,2026,2,February,Q1,b0a4dc6a91bd7cf6ec819adc8d0d79e38eb9c9ac8760dcf3b5333d05d49a3845,XXXXXX0611,retail_data1,Furniture,50000,170000.0
2279,788,William Wright,102,70000.0,Phone,Electronics,offline,Bangalore,2025-05-26 00:00:00,5,Card,0.3,successful,2025-05-26,2025,5,May,Q2,0ad4d955427525af4577a0e4e698e6e7f9b90fbf9583607d4d6882e72a5d9779,XXXXXX5393,retail_data1,Electronics,70000,245000.0
2280,692,Paige Brown,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-07 00:00:00,5,Cash,0.15,successful,2026-03-07,2026,3,March,Q1,3edd197f848fbc35fcb161aa167c268d70539e8ffab190496bf28840b47b0c1a,XXXXXX7367,retail_data1,Furniture,80000,340000.0
2281,745,Jennifer Weeks,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-12-04 00:00:00,2,Netbanking,0.4,successful,2025-12-04,2025,12,December,Q4,0fa5de0d3a05a4d23043bcf1e10a183293705c4e96c99625e4d5caffe998a88f,XXXXXX2095,retail_data1,Home Appliances,15000,18000.0
2282,692,Paige Brown,105,45000.0,TV,Electronics,offline,Bangalore,2025-09-17 00:00:00,3,Upi,0.05,successful,2025-09-17,2025,9,September,Q3,3edd197f848fbc35fcb161aa167c268d70539e8ffab190496bf28840b47b0c1a,XXXXXX7367,retail_data1,Electronics,45000,128250.0
2283,285,Amanda Anderson,105,45000.0,TV,Electronics,online,Chennai,04-24-2025,5,Upi,0.3,successful,2025-04-24,2025,4,April,Q2,cf4152db7305393586f923cb2b25bfbdc069cae75f3a007c099739b3fa11cc24,XXXXXX0174,retail_data1,Electronics,45000,157500.0
2284,772,Katelyn Gregory,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-02-01 00:00:00,4,Upi,0.35,successful,2026-02-01,2026,2,February,Q1,dd555eca0e449a2e254f118be291f0cbe5f30168b46c07d58ae83737f8f136e1,XXXXXX1958,retail_data1,Electronics,70000,182000.0
2285,919,Stephanie White,105,45000.0,TV,Electronics,offline,Mumbai,09-24-2025,1,Netbanking,0.4,successful,2025-09-24,2025,9,September,Q3,927e4144018699c31ecf666e077c2edd739828878f9c8dd594538c112aef8f99,XXXXXX8517,retail_data1,Electronics,45000,27000.0
2286,599,David Johnson,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-02-08 00:00:00,4,Netbanking,0.2,successful,2026-02-08,2026,2,February,Q1,e8134b20bb4d0d4ce81d99408ed6d150d8feb8c017e3e853dcfff40bbd545f38,XXXXXX4774,retail_data1,Home Appliances,15000,48000.0
2287,829,Jeffery Perez,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-11-07 00:00:00,2,Card,0.25,successful,2025-11-07,2025,11,November,Q4,4c4a4dd509776b18c58f18635a7ad131569630e44868dbe59db6d7edf25ca27f,XXXXXX9348,retail_data1,Home Appliances,15000,22500.0
2288,419,William Taylor,102,70000.0,Phone,Electronics,offline,Bangalore,2025-05-02 00:00:00,4,Cash,0.3,successful,2025-05-02,2025,5,May,Q2,159138d60126d34475f8d9b84e5fe5b809235b08414fae5b652c4dfe2cd11f21,XXXXXX7668,retail_data1,Electronics,70000,196000.0
2289,295,Samuel Decker,104,8000.0,Shoes,Clothing,online,Mumbai,10-27-2025,4,Netbanking,0.2,successful,2025-10-27,2025,10,October,Q4,5de05598a2e939b1a487557a784fc37b1961a5942e8e8a320a2c1e81e26fead5,XXXXXX4676,retail_data1,Clothing,8000,25600.0
2290,119,Dana Castro,106,80000.0,Sofa,Furniture,online,Delhi,2025-09-19 00:00:00,3,Cash,0.15,successful,2025-09-19,2025,9,September,Q3,13596ad50bb2fb1249065ca385c7f378651540a5ff8f75f3b847d3182e298eb6,XXXXXX1072,retail_data1,Furniture,80000,204000.0
2291,435,Wendy Robinson,107,50000.0,Dining Table,Furniture,online,Delhi,2026-01-05 00:00:00,1,Card,0.3,successful,2026-01-05,2026,1,January,Q1,b8d0b4edee714c271c8928136687c3dc51fbac7d77a7f3927223b3b9e2b4e767,XXXXXX4454,retail_data1,Furniture,50000,35000.0
2292,364,Kelly Graves,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-07-24 00:00:00,3,Upi,0.4,successful,2025-07-24,2025,7,July,Q3,982d412afe2de55f6d21467731b17f3aa317ea92b8baef5a65b5829717e50be1,XXXXXX0043,retail_data1,Home Appliances,65000,117000.0
2293,909,Jacqueline Frye,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-07-07 00:00:00,2,Netbanking,0.2,successful,2025-07-07,2025,7,July,Q3,bde89af65408205c37f8ace07696010e4d49c4dbf738c9a217711d479ee07c7e,XXXXXX2895,retail_data1,Home Appliances,65000,104000.0
2294,27,Ashley Simpson,102,70000.0,Phone,Electronics,online,Chennai,2025-07-28 00:00:00,3,Upi,0.1,successful,2025-07-28,2025,7,July,Q3,158acc78a1098c5c103816356cd02fabd793f11732581356f78b997ee216eae2,XXXXXX5505,retail_data1,Electronics,70000,189000.0
2295,798,Amber Murphy,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-03-12 00:00:00,2,Cash,0.3,successful,2026-03-12,2026,3,March,Q1,5650720ee05582c53afb93b90157513aaaea91ee7aed7b11318c67974c6cf1a4,XXXXXX9807,retail_data1,Home Appliances,45000,63000.0
2296,131,Pamela Peterson,103,1300.0,Shirt,Clothing,offline,Bangalore,2026-03-04 00:00:00,4,Cash,0.25,successful,2026-03-04,2026,3,March,Q1,1ab997a7b052faa042e603c83223a0e83622f051b0c8a184db3e8a7e40099960,XXXXXX8147,retail_data1,Clothing,1300,3900.0
2297,247,David Cherry,106,80000.0,Sofa,Furniture,online,Bangalore,07-18-2025,1,Netbanking,0.35,successful,2025-07-18,2025,7,July,Q3,74bcd1debb506b468d07f65c9269f8c12cbb20af226fa42f5be750b232fdf6ab,XXXXXX9339,retail_data1,Furniture,80000,52000.0
2298,22,James Walters,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-10-19 00:00:00,5,Cash,0.1,successful,2025-10-19,2025,10,October,Q4,0c87ada7f842f182e44d4957a48d30ffca820b86f63a5ede55782e5b55a1d5a1,XXXXXX4842,retail_data1,Home Appliances,65000,292500.0
2299,340,Paul Smith,103,1300.0,Shirt,Clothing,offline,Chennai,2026-06-04 00:00:00,2,Upi,0.35,successful,2026-06-04,2026,6,June,Q2,6fea34e1834892c79efa5a50dd9309bf5e52c4299b6690827931fe3e26eb8828,XXXXXX9550,retail_data1,Clothing,1300,1690.0
2300,958,Joshua West,106,80000.0,Sofa,Furniture,online,Hyderabad,02-20-2026,5,Card,0.4,successful,2026-02-20,2026,2,February,Q1,c3068a9055155d67753919c2a2d0d232e8484a7d0e7965422f00986767856277,XXXXXX2265,retail_data1,Furniture,80000,240000.0
2301,533,Andrew Riggs,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-26 00:00:00,3,Cash,0.2,successful,2025-05-26,2025,5,May,Q2,4cf405cdf80061aa31c727bd4ba0b9c6b06ca65fc6f86b635c5ca74f18d454eb,XXXXXX0577,retail_data1,Home Appliances,65000,156000.0
2302,323,Victoria Phillips,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,01-20-2026,5,Upi,0.25,successful,2026-01-20,2026,1,January,Q1,ca4372674e3ecb024b24efb5fd176dbb80a8fcee4cd648e04ea12ca70055e132,XXXXXX0994,retail_data1,Home Appliances,45000,168750.0
2303,42,Michael Swanson,105,45000.0,TV,Electronics,offline,Hyderabad,2025-08-14 00:00:00,2,Cash,0.4,successful,2025-08-14,2025,8,August,Q3,7ed405e9d924795d4656dd1b4d1cf4b445cce63df05688db48c5835dd3214d13,XXXXXX2466,retail_data1,Electronics,45000,54000.0
2304,423,Mary Cooke,105,45000.0,TV,Electronics,online,Hyderabad,2026-03-07 00:00:00,5,Cash,0.1,successful,2026-03-07,2026,3,March,Q1,7520c8e99b46832d2f43e6a79d390c64810b57cf4d69dcecf6dffed83e031204,XXXXXX8855,retail_data1,Electronics,45000,202500.0
2305,379,Andres Stokes,107,50000.0,Dining Table,Furniture,online,Mumbai,12-23-2025,5,Upi,0.25,successful,2025-12-23,2025,12,December,Q4,1d07f7773686019a3cf28106fc6b1c87454c8cc68744f90d484b3ddb5f18ba82,XXXXXX0361,retail_data1,Furniture,50000,187500.0
2306,488,Kathy Henry,101,250000.0,Laptop,Electronics,online,Chennai,2025-11-25 00:00:00,5,Netbanking,0.2,successful,2025-11-25,2025,11,November,Q4,12405c7b4581b2df73dd8c3626acf54c1712e9472da39a1fe10f0c7e2c8c2c0c,XXXXXX7501,retail_data1,Electronics,250000,1000000.0
2307,100,Thomas Walker,102,70000.0,Phone,Electronics,online,Delhi,2025-04-24 00:00:00,4,Cash,0.1,successful,2025-04-24,2025,4,April,Q2,7e5f823ffa9c04be57ce3beb3b93a9fd0fbc354379f52a3df4b59c42df0ab99a,XXXXXX4824,retail_data1,Electronics,70000,252000.0
2308,975,Jacqueline Doyle,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-21 00:00:00,3,Upi,0.35,successful,2025-06-21,2025,6,June,Q2,35436649ed9d9544804baad73b564f5c02dd4f18af4ae69552c1c4b6e40bf9d4,XXXXXX0490,retail_data1,Home Appliances,15000,29250.0
2309,990,Carmen Bradford,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-12 00:00:00,5,Card,0.2,successful,2025-08-12,2025,8,August,Q3,c823878cb91dc33055aed0ad242e5134e168199c1dc08c57b3f3a2c0b5bc8c75,XXXXXX4862,retail_data1,Furniture,50000,200000.0
2310,488,Kathy Henry,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-05-18 00:00:00,2,Cash,0.35,successful,2025-05-18,2025,5,May,Q2,12405c7b4581b2df73dd8c3626acf54c1712e9472da39a1fe10f0c7e2c8c2c0c,XXXXXX7501,retail_data1,Furniture,50000,65000.0
2311,37,Joshua Nunez,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-01 00:00:00,2,Cash,0.1,successful,2025-06-01,2025,6,June,Q2,c9d8c0a48ce371efa7282388f091462f41c1b9f3533d021d74deb9fe550f6202,XXXXXX8785,retail_data1,Furniture,50000,90000.0
2312,691,Clayton Miles,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-03 00:00:00,4,Card,0.4,successful,2025-05-03,2025,5,May,Q2,b0c62ee4216c6cbd02e07fca1d5f2fad58da72fd0164fe99452a188f56731499,XXXXXX4137,retail_data1,Home Appliances,65000,156000.0
2313,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-25 00:00:00,4,Card,0.05,successful,2025-12-25,2025,12,December,Q4,3146f9263efff06995d41afdcb931fa71b5af3e961c76d815c7d68b6e755a9c5,XXXXXX6106,retail_data1,Electronics,70000,266000.0
2314,144,Amber Boyd,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-26 00:00:00,5,Netbanking,0.35,successful,2025-12-26,2025,12,December,Q4,558448930a2925a528f26144e137bb69626b7482b752ed97331464eb19372c6d,XXXXXX5581,retail_data1,Furniture,50000,162500.0
2315,235,Robyn Rodriguez,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-01-09 00:00:00,2,Card,0.15,successful,2026-01-09,2026,1,January,Q1,73c504c18197c4fa3bf0a70e2c358fd93aadec929179bddf410f98dee570d729,XXXXXX9697,retail_data1,Clothing,1300,2210.0
2316,885,Alexander Jacobs,106,80000.0,Sofa,Furniture,online,Delhi,12-31-2025,1,Card,0.4,successful,2025-12-31,2025,12,December,Q4,2ebb761261880bb02565fcdd8a0079e52d2e1c987ac89027fdb01f7f6f13ddea,XXXXXX6172,retail_data1,Furniture,80000,48000.0
2317,227,Tracey Garcia,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-26 00:00:00,5,Netbanking,0.3,successful,2025-07-26,2025,7,July,Q3,07f2d5446ecdda0c512a89f5f4e0ec8102502627460707e2cf474ac6a6b576e6,XXXXXX6120,retail_data1,Home Appliances,45000,157500.0
2318,807,Steven Li,101,250000.0,Laptop,Electronics,offline,Mumbai,11-14-2025,3,Netbanking,0.2,successful,2025-11-14,2025,11,November,Q4,445ab1ff2a1220c56bec41252d9c3262fb35d5964c0116e221aaca63c762ba08,XXXXXX2530,retail_data1,Electronics,250000,600000.0
2319,192,Nina Robinson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-22 00:00:00,2,Card,0.1,successful,2026-01-22,2026,1,January,Q1,af3060ab0d6a9072476471691e4d2fba6da0b9085ad0839391b658ae00965085,XXXXXX7116,retail_data1,Furniture,80000,144000.0
2320,618,Alan Torres,103,1300.0,Shirt,Clothing,online,Chennai,2026-01-29 00:00:00,1,Netbanking,0.3,successful,2026-01-29,2026,1,January,Q1,193d421bd9ff3853e2c16389192a28c7bd6eff00777e9e91019cdb16ca9c4bff,XXXXXX3305,retail_data1,Clothing,1300,910.0
2321,824,Michael Vaughn,102,70000.0,Phone,Electronics,online,Chennai,2026-01-12 00:00:00,2,Upi,0.15,successful,2026-01-12,2026,1,January,Q1,e3e7fd898ef5662f0a0836ca22345b7a4afc2b437bc36ae6e06ad7bf5f8e1460,XXXXXX8745,retail_data1,Electronics,70000,119000.0
2322,763,David Howard,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-06 00:00:00,1,Upi,0.35,successful,2025-10-06,2025,10,October,Q4,a6f754d00189c24caa250c9a3ffad1a575ac766443f1913b9036e7009db38033,XXXXXX3189,retail_data1,Clothing,8000,5200.0
2323,172,Daniel Smith,101,250000.0,Laptop,Electronics,online,Delhi,2025-04-22 00:00:00,4,Card,0.3,successful,2025-04-22,2025,4,April,Q2,655bdb87ece7405c8fa77fd99cc2ae52b7a839f6ead52352c8d406355c7388f6,XXXXXX2879,retail_data1,Electronics,250000,700000.0
2324,558,Bryan Phelps,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-12 00:00:00,3,Upi,0.2,successful,2026-03-12,2026,3,March,Q1,aca5a2acdf09e48c1f9088aaac920ba445b6c47778b8667ab5797c2dc9235bde,XXXXXX3862,retail_data1,Electronics,250000,600000.0
2325,560,Anthony Lawrence,101,250000.0,Laptop,Electronics,online,Hyderabad,08-19-2025,1,Netbanking,0.2,successful,2025-08-19,2025,8,August,Q3,b936a07df0179727856b5cf319eaa8f0801392e9613553e960336f3c036e052f,XXXXXX7287,retail_data1,Electronics,250000,200000.0
2326,408,Hannah Russell,102,70000.0,Phone,Electronics,online,Hyderabad,07-18-2025,4,Card,0.1,successful,2025-07-18,2025,7,July,Q3,46088a18cfbdd082dae4bd2d177caef4cb845451b5224806a33f7a8fff0bf9ed,XXXXXX3608,retail_data1,Electronics,70000,252000.0
2327,187,Timothy Salazar,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-19 00:00:00,1,Card,0.2,successful,2026-01-19,2026,1,January,Q1,0eac6e4b88bf02da121dd84ebbabb085e4530c6a3c4783632d5a26b0c89d4653,XXXXXX1410,retail_data1,Furniture,50000,40000.0
2328,150,Donald Bradley,105,45000.0,TV,Electronics,offline,Mumbai,2025-10-16 00:00:00,5,Cash,0.4,successful,2025-10-16,2025,10,October,Q4,a6a3d62df9e1ed4af6f81be7b4a98c4f6fe8e7e8ae168705635a4260cf5dc281,XXXXXX9420,retail_data1,Electronics,45000,135000.0
2329,271,Jake Arnold,106,80000.0,Sofa,Furniture,online,Bangalore,2025-12-20 00:00:00,4,Cash,0.05,successful,2025-12-20,2025,12,December,Q4,57ce6904da04a83ca41420d9a69c636fb086d1fed658ccd9153ae24499b0b434,XXXXXX2782,retail_data1,Furniture,80000,304000.0
2330,927,Bradley Sparks,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-21 00:00:00,1,Card,0.4,successful,2025-11-21,2025,11,November,Q4,d8236a8ac74871cd94292aeed03c7f7bae09f87d269199fc360037479c202d10,XXXXXX0514,retail_data1,Home Appliances,65000,39000.0
2331,550,Raymond Martinez,107,50000.0,Dining Table,Furniture,online,Chennai,06-21-2025,5,Cash,0.35,successful,2025-06-21,2025,6,June,Q2,f189af690a794b7b1365b952ab6000adc896c53e4ff946113687a6b5a7ac1995,XXXXXX9650,retail_data1,Furniture,50000,162500.0
2332,672,Austin Perez,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-02-06 00:00:00,5,Upi,0.3,successful,2025-02-06,2025,2,February,Q1,cc81e943f0f38e7bfd7a953e13791493d9eed6022f3745741f942246848c13f0,XXXXXX4218,retail_data1,Home Appliances,15000,52500.0
2333,948,Deborah Payne,102,70000.0,Phone,Electronics,offline,Mumbai,04-24-2025,4,Card,0.3,successful,2025-04-24,2025,4,April,Q2,4f8a4f75bde1c9ba1585ed801083e537f5b7b97bbe6fb98217eabb5db81c74a6,XXXXXX2428,retail_data1,Electronics,70000,196000.0
2334,340,Paul Smith,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-12-18 00:00:00,5,Card,0.15,successful,2025-12-18,2025,12,December,Q4,6fea34e1834892c79efa5a50dd9309bf5e52c4299b6690827931fe3e26eb8828,XXXXXX9550,retail_data1,Home Appliances,65000,276250.0
2335,348,James Nash,104,8000.0,Shoes,Clothing,online,Chennai,2025-08-21 00:00:00,4,Card,0.25,successful,2025-08-21,2025,8,August,Q3,6bcecab3c1e04396ad0e8ecd8b9c3aa68b81ec9fab11101b56a97e39c2a1524c,XXXXXX6437,retail_data1,Clothing,8000,24000.0
2336,428,Michelle Rogers,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-29 00:00:00,1,Cash,0.25,successful,2026-01-29,2026,1,January,Q1,f426ae4380b23db89e52e10d207b0a80f20cd4aef9b0bc272bdf88c583b5f69d,XXXXXX0299,retail_data1,Furniture,50000,37500.0
2337,709,Mike Roberts,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-10-04 00:00:00,4,Upi,0.3,successful,2026-10-04,2026,10,October,Q4,bf52efced79d1d09f8530619ad6f43eab0e7f3a8b8641d5a3369f50b6f04ad87,XXXXXX5792,retail_data1,Home Appliances,15000,42000.0
2338,103,Mathew Perkins,101,250000.0,Laptop,Electronics,online,Delhi,2026-01-20 00:00:00,2,Upi,0.25,successful,2026-01-20,2026,1,January,Q1,16e332c5399fe4c6a4b8459402018fa13e00e969aaa2250b8a766b17ad717fb5,XXXXXX8766,retail_data1,Electronics,250000,375000.0
2339,100,Thomas Walker,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-04-16 00:00:00,4,Netbanking,0.4,successful,2026-04-16,2026,4,April,Q2,7e5f823ffa9c04be57ce3beb3b93a9fd0fbc354379f52a3df4b59c42df0ab99a,XXXXXX4824,retail_data1,Home Appliances,65000,156000.0
2340,521,Christopher Colon,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-12-04 00:00:00,5,Netbanking,0.3,successful,2026-12-04,2026,12,December,Q4,0a3e9f26759ffc605d94f58518b062780a6ff01e903520d83ce558bf6d561cae,XXXXXX9928,retail_data1,Home Appliances,45000,157500.0
